"cidr","hostmin","hostmax","vendor"
"3.35.160.0/22","3.35.160.0","3.35.163.255","AWS"
"3.36.0.0/14","3.36.0.0","3.39.255.255","AWS"
"3.36.0.0/14","3.36.0.0","3.39.255.255","AWS"
"3.36.3.96/27","3.36.3.96","3.36.3.127","AWS"
"3.36.3.160/28","3.36.3.160","3.36.3.175","AWS"
"3.36.3.192/27","3.36.3.192","3.36.3.223","AWS"
"3.36.3.224/27","3.36.3.224","3.36.3.255","AWS"
"3.36.167.28/30","3.36.167.28","3.36.167.31","AWS"
"3.36.167.48/29","3.36.167.48","3.36.167.55","AWS"
"3.36.167.64/28","3.36.167.64","3.36.167.79","AWS"
"3.36.167.80/28","3.36.167.80","3.36.167.95","AWS"
"3.36.167.128/25","3.36.167.128","3.36.167.255","AWS"
"3.36.190.0/23","3.36.190.0","3.36.191.255","AWS"
"3.36.192.0/23","3.36.192.0","3.36.193.255","AWS"
"3.36.194.0/23","3.36.194.0","3.36.195.255","AWS"
"3.36.202.0/25","3.36.202.0","3.36.202.127","AWS"
"3.36.245.204/30","3.36.245.204","3.36.245.207","AWS"
"3.36.245.232/30","3.36.245.232","3.36.245.235","AWS"
"3.38.90.8/29","3.38.90.8","3.38.90.15","AWS"
"3.38.131.192/26","3.38.131.192","3.38.131.255","AWS"
"3.38.229.0/25","3.38.229.0","3.38.229.127","AWS"
"3.38.248.0/23","3.38.248.0","3.38.249.255","AWS"
"3.39.82.128/25","3.39.82.128","3.39.82.255","AWS"
"3.39.113.0/24","3.39.113.0","3.39.113.255","AWS"
"3.39.114.0/23","3.39.114.0","3.39.115.255","AWS"
"3.39.116.0/26","3.39.116.0","3.39.116.63","AWS"
"3.64.0.0/12","3.64.0.0","3.79.255.255","AWS"
"3.64.0.0/12","3.64.0.0","3.79.255.255","AWS"
"3.64.1.0/26","3.64.1.0","3.64.1.63","AWS"
"3.64.1.64/26","3.64.1.64","3.64.1.127","AWS"
"3.64.1.128/26","3.64.1.128","3.64.1.191","AWS"
"3.64.1.192/29","3.64.1.192","3.64.1.199","AWS"
"3.64.1.200/29","3.64.1.200","3.64.1.207","AWS"
"3.64.226.232/29","3.64.226.232","3.64.226.239","AWS"
"3.64.226.240/30","3.64.226.240","3.64.226.243","AWS"
"3.65.124.0/22","3.65.124.0","3.65.127.255","AWS"
"3.65.128.0/22","3.65.128.0","3.65.131.255","AWS"
"3.65.132.0/22","3.65.132.0","3.65.135.255","AWS"
"3.65.246.0/28","3.65.246.0","3.65.246.15","AWS"
"3.65.246.16/28","3.65.246.16","3.65.246.31","AWS"
"3.66.172.0/24","3.66.172.0","3.66.172.255","AWS"
"3.68.251.176/30","3.68.251.176","3.68.251.179","AWS"
"3.68.251.232/29","3.68.251.232","3.68.251.239","AWS"
"3.70.195.64/26","3.70.195.64","3.70.195.127","AWS"
"3.70.195.128/25","3.70.195.128","3.70.195.255","AWS"
"3.70.211.0/25","3.70.211.0","3.70.211.127","AWS"
"3.70.212.128/26","3.70.212.128","3.70.212.191","AWS"
"3.71.104.0/24","3.71.104.0","3.71.104.255","AWS"
"3.71.120.0/22","3.71.120.0","3.71.123.255","AWS"
"3.72.33.128/25","3.72.33.128","3.72.33.255","AWS"
"3.72.168.0/24","3.72.168.0","3.72.168.255","AWS"
"3.74.148.128/26","3.74.148.128","3.74.148.191","AWS"
"3.75.112.0/24","3.75.112.0","3.75.112.255","AWS"
"3.77.79.224/29","3.77.79.224","3.77.79.231","AWS"
"3.77.79.232/29","3.77.79.232","3.77.79.239","AWS"
"3.78.202.0/23","3.78.202.0","3.78.203.255","AWS"
"3.78.204.0/22","3.78.204.0","3.78.207.255","AWS"
"3.80.0.0/12","3.80.0.0","3.95.255.255","AWS"
"3.80.0.0/12","3.80.0.0","3.95.255.255","AWS"
"3.83.168.0/22","3.83.168.0","3.83.171.255","AWS"
"3.91.171.128/25","3.91.171.128","3.91.171.255","AWS"
"3.96.0.0/15","3.96.0.0","3.97.255.255","AWS"
"3.96.0.0/15","3.96.0.0","3.97.255.255","AWS"
"3.96.2.68/30","3.96.2.68","3.96.2.71","AWS"
"3.96.2.72/30","3.96.2.72","3.96.2.75","AWS"
"3.96.84.0/26","3.96.84.0","3.96.84.63","AWS"
"3.96.143.128/26","3.96.143.128","3.96.143.191","AWS"
"3.96.143.192/26","3.96.143.192","3.96.143.255","AWS"
"3.97.20.0/22","3.97.20.0","3.97.23.255","AWS"
"3.97.49.128/25","3.97.49.128","3.97.49.255","AWS"
"3.97.99.64/28","3.97.99.64","3.97.99.79","AWS"
"3.97.99.96/27","3.97.99.96","3.97.99.127","AWS"
"3.97.99.128/27","3.97.99.128","3.97.99.159","AWS"
"3.97.99.160/27","3.97.99.160","3.97.99.191","AWS"
"3.97.192.112/29","3.97.192.112","3.97.192.119","AWS"
"3.97.192.128/25","3.97.192.128","3.97.192.255","AWS"
"3.97.217.0/24","3.97.217.0","3.97.217.255","AWS"
"3.97.218.0/24","3.97.218.0","3.97.218.255","AWS"
"3.97.219.0/24","3.97.219.0","3.97.219.255","AWS"
"3.97.230.0/25","3.97.230.0","3.97.230.127","AWS"
"3.98.0.0/15","3.98.0.0","3.99.255.255","AWS"
"3.98.0.0/15","3.98.0.0","3.99.255.255","AWS"
"3.98.24.0/28","3.98.24.0","3.98.24.15","AWS"
"3.98.24.16/28","3.98.24.16","3.98.24.31","AWS"
"3.98.86.0/23","3.98.86.0","3.98.87.255","AWS"
"3.98.171.92/30","3.98.171.92","3.98.171.95","AWS"
"3.98.171.196/30","3.98.171.196","3.98.171.199","AWS"
"3.98.171.224/29","3.98.171.224","3.98.171.231","AWS"
"3.99.124.0/26","3.99.124.0","3.99.124.63","AWS"
"3.99.194.0/23","3.99.194.0","3.99.195.255","AWS"
"3.99.196.0/22","3.99.196.0","3.99.199.255","AWS"
"3.101.0.0/16","3.101.0.0","3.101.255.255","AWS"
"3.101.0.0/16","3.101.0.0","3.101.255.255","AWS"
"3.101.52.208/30","3.101.52.208","3.101.52.211","AWS"
"3.101.52.212/30","3.101.52.212","3.101.52.215","AWS"
"3.101.87.0/26","3.101.87.0","3.101.87.63","AWS"
"3.101.100.128/25","3.101.100.128","3.101.100.255","AWS"
"3.101.114.0/26","3.101.114.0","3.101.114.63","AWS"
"3.101.114.64/26","3.101.114.64","3.101.114.127","AWS"
"3.101.145.192/27","3.101.145.192","3.101.145.223","AWS"
"3.101.145.224/27","3.101.145.224","3.101.145.255","AWS"
"3.101.156.0/26","3.101.156.0","3.101.156.63","AWS"
"3.101.157.128/25","3.101.157.128","3.101.157.255","AWS"
"3.101.158.0/23","3.101.158.0","3.101.159.255","AWS"
"3.101.160.44/30","3.101.160.44","3.101.160.47","AWS"
"3.101.160.48/28","3.101.160.48","3.101.160.63","AWS"
"3.101.160.240/29","3.101.160.240","3.101.160.247","AWS"
"3.101.161.0/25","3.101.161.0","3.101.161.127","AWS"
"3.101.161.128/25","3.101.161.128","3.101.161.255","AWS"
"3.101.162.0/24","3.101.162.0","3.101.162.255","AWS"
"3.101.163.0/26","3.101.163.0","3.101.163.63","AWS"
"3.101.163.64/28","3.101.163.64","3.101.163.79","AWS"
"3.101.163.80/28","3.101.163.80","3.101.163.95","AWS"
"3.101.163.96/28","3.101.163.96","3.101.163.111","AWS"
"3.101.164.0/24","3.101.164.0","3.101.164.255","AWS"
"3.101.176.0/24","3.101.176.0","3.101.176.255","AWS"
"3.101.177.20/30","3.101.177.20","3.101.177.23","AWS"
"3.101.177.48/29","3.101.177.48","3.101.177.55","AWS"
"3.101.194.128/26","3.101.194.128","3.101.194.191","AWS"
"3.101.200.0/24","3.101.200.0","3.101.200.255","AWS"
"3.101.201.128/25","3.101.201.128","3.101.201.255","AWS"
"3.101.202.0/23","3.101.202.0","3.101.203.255","AWS"
"3.101.208.0/24","3.101.208.0","3.101.208.255","AWS"
"3.101.209.0/26","3.101.209.0","3.101.209.63","AWS"
"3.101.226.80/29","3.101.226.80","3.101.226.87","AWS"
"3.101.226.88/29","3.101.226.88","3.101.226.95","AWS"
"3.101.232.0/22","3.101.232.0","3.101.235.255","AWS"
"3.101.239.34/31","3.101.239.34","3.101.239.35","AWS"
"3.101.239.36/30","3.101.239.36","3.101.239.39","AWS"
"3.102.0.0/15","3.102.0.0","3.103.255.255","AWS"
"3.102.0.0/15","3.102.0.0","3.103.255.255","AWS"
"3.104.0.0/14","3.104.0.0","3.107.255.255","AWS"
"3.104.0.0/14","3.104.0.0","3.107.255.255","AWS"
"3.104.82.0/23","3.104.82.0","3.104.83.255","AWS"
"3.105.5.0/27","3.105.5.0","3.105.5.31","AWS"
"3.105.5.32/27","3.105.5.32","3.105.5.63","AWS"
"3.105.172.0/22","3.105.172.0","3.105.175.255","AWS"
"3.107.11.160/31","3.107.11.160","3.107.11.161","AWS"
"3.107.11.164/30","3.107.11.164","3.107.11.167","AWS"
"3.107.30.180/31","3.107.30.180","3.107.30.181","AWS"
"3.107.30.184/30","3.107.30.184","3.107.30.187","AWS"
"3.107.43.128/25","3.107.43.128","3.107.43.255","AWS"
"3.107.44.0/25","3.107.44.0","3.107.44.127","AWS"
"3.107.44.128/25","3.107.44.128","3.107.44.255","AWS"
"3.108.0.0/14","3.108.0.0","3.111.255.255","AWS"
"3.108.0.0/14","3.108.0.0","3.111.255.255","AWS"
"3.108.13.124/30","3.108.13.124","3.108.13.127","AWS"
"3.109.72.0/25","3.109.72.0","3.109.72.127","AWS"
"3.109.72.152/29","3.109.72.152","3.109.72.159","AWS"
"3.110.57.0/24","3.110.57.0","3.110.57.255","AWS"
"3.110.71.0/26","3.110.71.0","3.110.71.63","AWS"
"3.111.90.0/23","3.111.90.0","3.111.91.255","AWS"
"3.111.110.0/23","3.111.110.0","3.111.111.255","AWS"
"3.111.251.0/24","3.111.251.0","3.111.251.255","AWS"
"3.112.0.0/14","3.112.0.0","3.115.255.255","AWS"
"3.112.0.0/14","3.112.0.0","3.115.255.255","AWS"
"3.112.23.0/29","3.112.23.0","3.112.23.7","AWS"
"3.112.64.0/23","3.112.64.0","3.112.65.255","AWS"
"3.112.85.96/27","3.112.85.96","3.112.85.127","AWS"
"3.112.96.0/26","3.112.96.0","3.112.96.63","AWS"
"3.112.96.64/26","3.112.96.64","3.112.96.127","AWS"
"3.112.96.128/27","3.112.96.128","3.112.96.159","AWS"
"3.112.96.160/27","3.112.96.160","3.112.96.191","AWS"
"3.112.162.0/23","3.112.162.0","3.112.163.255","AWS"
"3.113.218.0/26","3.113.218.0","3.113.218.63","AWS"
"3.113.218.68/30","3.113.218.68","3.113.218.71","AWS"
"3.113.218.72/30","3.113.218.72","3.113.218.75","AWS"
"3.113.218.76/30","3.113.218.76","3.113.218.79","AWS"
"3.113.218.112/28","3.113.218.112","3.113.218.127","AWS"
"3.113.218.128/27","3.113.218.128","3.113.218.159","AWS"
"3.114.164.0/22","3.114.164.0","3.114.167.255","AWS"
"3.120.0.0/14","3.120.0.0","3.123.255.255","AWS"
"3.120.0.0/14","3.120.0.0","3.123.255.255","AWS"
"3.120.181.40/29","3.120.181.40","3.120.181.47","AWS"
"3.120.181.224/27","3.120.181.224","3.120.181.255","AWS"
"3.122.128.0/23","3.122.128.0","3.122.129.255","AWS"
"3.123.12.192/26","3.123.12.192","3.123.12.255","AWS"
"3.123.14.0/24","3.123.14.0","3.123.14.255","AWS"
"3.123.15.0/25","3.123.15.0","3.123.15.127","AWS"
"3.123.44.0/27","3.123.44.0","3.123.44.31","AWS"
"3.123.44.80/28","3.123.44.80","3.123.44.95","AWS"
"3.123.44.96/27","3.123.44.96","3.123.44.127","AWS"
"3.123.44.128/27","3.123.44.128","3.123.44.159","AWS"
"3.123.44.160/27","3.123.44.160","3.123.44.191","AWS"
"3.124.0.0/14","3.124.0.0","3.127.255.255","AWS"
"3.124.0.0/14","3.124.0.0","3.127.255.255","AWS"
"3.127.48.128/26","3.127.48.128","3.127.48.191","AWS"
"3.127.48.244/30","3.127.48.244","3.127.48.247","AWS"
"3.127.48.248/30","3.127.48.248","3.127.48.251","AWS"
"3.127.74.0/23","3.127.74.0","3.127.75.255","AWS"
"3.128.0.0/15","3.128.0.0","3.129.255.255","AWS"
"3.128.0.0/15","3.128.0.0","3.129.255.255","AWS"
"3.128.56.64/26","3.128.56.64","3.128.56.127","AWS"
"3.128.56.128/26","3.128.56.128","3.128.56.191","AWS"
"3.128.56.192/26","3.128.56.192","3.128.56.255","AWS"
"3.128.93.0/24","3.128.93.0","3.128.93.255","AWS"
"3.130.0.0/16","3.130.0.0","3.130.255.255","AWS"
"3.130.0.0/16","3.130.0.0","3.130.255.255","AWS"
"3.131.0.0/16","3.131.0.0","3.131.255.255","AWS"
"3.131.0.0/16","3.131.0.0","3.131.255.255","AWS"
"3.132.0.0/14","3.132.0.0","3.135.255.255","AWS"
"3.132.0.0/14","3.132.0.0","3.135.255.255","AWS"
"3.134.215.0/24","3.134.215.0","3.134.215.255","AWS"
"3.136.0.0/13","3.136.0.0","3.143.255.255","AWS"
"3.136.0.0/13","3.136.0.0","3.143.255.255","AWS"
"3.139.136.128/27","3.139.136.128","3.139.136.159","AWS"
"3.139.136.184/30","3.139.136.184","3.139.136.187","AWS"
"3.139.136.192/26","3.139.136.192","3.139.136.255","AWS"
"3.140.136.128/27","3.140.136.128","3.140.136.159","AWS"
"3.141.102.184/29","3.141.102.184","3.141.102.191","AWS"
"3.141.102.192/30","3.141.102.192","3.141.102.195","AWS"
"3.141.102.208/28","3.141.102.208","3.141.102.223","AWS"
"3.141.102.224/28","3.141.102.224","3.141.102.239","AWS"
"3.141.252.0/22","3.141.252.0","3.141.255.255","AWS"
"3.142.0.0/22","3.142.0.0","3.142.3.255","AWS"
"3.142.4.0/22","3.142.4.0","3.142.7.255","AWS"
"3.143.206.104/29","3.143.206.104","3.143.206.111","AWS"
"3.144.0.0/13","3.144.0.0","3.151.255.255","AWS"
"3.144.0.0/13","3.144.0.0","3.151.255.255","AWS"
"3.144.141.192/26","3.144.141.192","3.144.141.255","AWS"
"3.145.31.0/26","3.145.31.0","3.145.31.63","AWS"
"3.145.31.128/26","3.145.31.128","3.145.31.191","AWS"
"3.145.220.0/22","3.145.220.0","3.145.223.255","AWS"
"3.145.230.0/24","3.145.230.0","3.145.230.255","AWS"
"3.145.232.192/26","3.145.232.192","3.145.232.255","AWS"
"3.145.242.0/24","3.145.242.0","3.145.242.255","AWS"
"3.145.246.48/29","3.145.246.48","3.145.246.55","AWS"
"3.145.246.56/29","3.145.246.56","3.145.246.63","AWS"
"3.146.8.0/22","3.146.8.0","3.146.11.255","AWS"
"3.146.12.0/22","3.146.12.0","3.146.15.255","AWS"
"3.146.22.0/26","3.146.22.0","3.146.22.63","AWS"
"3.146.29.66/31","3.146.29.66","3.146.29.67","AWS"
"3.146.36.192/26","3.146.36.192","3.146.36.255","AWS"
"3.146.42.64/30","3.146.42.64","3.146.42.67","AWS"
"3.146.42.74/31","3.146.42.74","3.146.42.75","AWS"
"3.146.42.80/30","3.146.42.80","3.146.42.83","AWS"
"3.146.43.0/25","3.146.43.0","3.146.43.127","AWS"
"3.146.44.0/23","3.146.44.0","3.146.45.255","AWS"
"3.146.84.0/22","3.146.84.0","3.146.87.255","AWS"
"3.146.232.0/22","3.146.232.0","3.146.235.255","AWS"
"3.147.164.0/22","3.147.164.0","3.147.167.255","AWS"
"3.147.244.0/22","3.147.244.0","3.147.247.255","AWS"
"3.148.161.192/26","3.148.161.192","3.148.161.255","AWS"
"3.160.0.0/14","3.160.0.0","3.163.255.255","AWS"
"3.160.0.0/14","3.160.0.0","3.163.255.255","AWS"
"3.164.0.0/18","3.164.0.0","3.164.63.255","AWS"
"3.164.0.0/18","3.164.0.0","3.164.63.255","AWS"
"3.164.64.0/18","3.164.64.0","3.164.127.255","AWS"
"3.164.64.0/18","3.164.64.0","3.164.127.255","AWS"
"3.164.128.0/17","3.164.128.0","3.164.255.255","AWS"
"3.164.128.0/17","3.164.128.0","3.164.255.255","AWS"
"3.165.0.0/16","3.165.0.0","3.165.255.255","AWS"
"3.165.0.0/16","3.165.0.0","3.165.255.255","AWS"
"3.166.0.0/15","3.166.0.0","3.167.255.255","AWS"
"3.166.0.0/15","3.166.0.0","3.167.255.255","AWS"
"3.168.0.0/14","3.168.0.0","3.171.255.255","AWS"
"3.168.0.0/14","3.168.0.0","3.171.255.255","AWS"
"3.172.0.0/18","3.172.0.0","3.172.63.255","AWS"
"3.172.0.0/18","3.172.0.0","3.172.63.255","AWS"
"3.172.0.0/18","3.172.0.0","3.172.63.255","AWS"
"3.172.64.0/18","3.172.64.0","3.172.127.255","AWS"
"3.172.64.0/18","3.172.64.0","3.172.127.255","AWS"
"3.172.64.0/18","3.172.64.0","3.172.127.255","AWS"
"3.173.0.0/17","3.173.0.0","3.173.127.255","AWS"
"3.173.0.0/17","3.173.0.0","3.173.127.255","AWS"
"3.173.128.0/18","3.173.128.0","3.173.191.255","AWS"
"3.173.128.0/18","3.173.128.0","3.173.191.255","AWS"
"3.173.192.0/18","3.173.192.0","3.173.255.255","AWS"
"3.173.192.0/18","3.173.192.0","3.173.255.255","AWS"
"3.174.0.0/15","3.174.0.0","3.175.255.255","AWS"
"3.174.0.0/15","3.174.0.0","3.175.255.255","AWS"
"3.208.0.0/12","3.208.0.0","3.223.255.255","AWS"
"3.208.0.0/12","3.208.0.0","3.223.255.255","AWS"
"3.208.72.176/28","3.208.72.176","3.208.72.191","AWS"
"3.209.83.0/27","3.209.83.0","3.209.83.31","AWS"
"3.209.83.32/27","3.209.83.32","3.209.83.63","AWS"
"3.209.83.64/27","3.209.83.64","3.209.83.95","AWS"
"3.209.83.96/27","3.209.83.96","3.209.83.127","AWS"
"3.209.83.144/28","3.209.83.144","3.209.83.159","AWS"
"3.209.83.160/27","3.209.83.160","3.209.83.191","AWS"
"3.209.83.192/26","3.209.83.192","3.209.83.255","AWS"
"3.209.84.0/25","3.209.84.0","3.209.84.127","AWS"
"3.209.84.128/25","3.209.84.128","3.209.84.255","AWS"
"3.209.85.0/25","3.209.85.0","3.209.85.127","AWS"
"3.209.85.128/27","3.209.85.128","3.209.85.159","AWS"
"3.209.85.160/27","3.209.85.160","3.209.85.191","AWS"
"3.209.85.192/27","3.209.85.192","3.209.85.223","AWS"
"3.209.87.0/25","3.209.87.0","3.209.87.127","AWS"
"3.209.87.128/25","3.209.87.128","3.209.87.255","AWS"
"3.209.202.48/28","3.209.202.48","3.209.202.63","AWS"
"3.216.99.160/27","3.216.99.160","3.216.99.191","AWS"
"3.216.135.0/24","3.216.135.0","3.216.135.255","AWS"
"3.216.136.0/21","3.216.136.0","3.216.143.255","AWS"
"3.216.144.0/23","3.216.144.0","3.216.145.255","AWS"
"3.216.148.0/22","3.216.148.0","3.216.151.255","AWS"
"3.217.228.0/22","3.217.228.0","3.217.231.255","AWS"
"3.218.180.0/22","3.218.180.0","3.218.183.255","AWS"
"3.224.0.0/12","3.224.0.0","3.239.255.255","AWS"
"3.224.0.0/12","3.224.0.0","3.239.255.255","AWS"
"3.227.4.0/22","3.227.4.0","3.227.7.255","AWS"
"3.227.250.128/25","3.227.250.128","3.227.250.255","AWS"
"3.228.170.0/26","3.228.170.0","3.228.170.63","AWS"
"3.228.170.64/26","3.228.170.64","3.228.170.127","AWS"
"3.228.170.128/25","3.228.170.128","3.228.170.255","AWS"
"3.228.171.0/25","3.228.171.0","3.228.171.127","AWS"
"3.228.171.128/25","3.228.171.128","3.228.171.255","AWS"
"3.228.172.0/25","3.228.172.0","3.228.172.127","AWS"
"3.228.172.128/25","3.228.172.128","3.228.172.255","AWS"
"3.228.173.0/25","3.228.173.0","3.228.173.127","AWS"
"3.228.173.128/26","3.228.173.128","3.228.173.191","AWS"
"3.228.173.192/26","3.228.173.192","3.228.173.255","AWS"
"3.228.181.0/24","3.228.181.0","3.228.181.255","AWS"
"3.228.182.0/31","3.228.182.0","3.228.182.1","AWS"
"3.228.182.5/32","3.228.182.5","3.228.182.5","AWS"
"3.228.182.6/31","3.228.182.6","3.228.182.7","AWS"
"3.228.182.8/31","3.228.182.8","3.228.182.9","AWS"
"3.228.182.10/32","3.228.182.10","3.228.182.10","AWS"
"3.228.182.46/31","3.228.182.46","3.228.182.47","AWS"
"3.228.182.48/28","3.228.182.48","3.228.182.63","AWS"
"3.228.182.64/27","3.228.182.64","3.228.182.95","AWS"
"3.228.182.96/30","3.228.182.96","3.228.182.99","AWS"
"3.228.182.100/32","3.228.182.100","3.228.182.100","AWS"
"3.231.2.0/25","3.231.2.0","3.231.2.127","AWS"
"3.234.232.224/27","3.234.232.224","3.234.232.255","AWS"
"3.234.248.192/26","3.234.248.192","3.234.248.255","AWS"
"3.235.26.0/23","3.235.26.0","3.235.27.255","AWS"
"3.235.32.0/21","3.235.32.0","3.235.39.255","AWS"
"3.235.112.0/21","3.235.112.0","3.235.119.255","AWS"
"3.235.189.96/30","3.235.189.96","3.235.189.99","AWS"
"3.235.189.100/30","3.235.189.100","3.235.189.103","AWS"
"3.235.202.128/26","3.235.202.128","3.235.202.191","AWS"
"3.236.32.0/22","3.236.32.0","3.236.35.255","AWS"
"3.236.48.0/23","3.236.48.0","3.236.49.255","AWS"
"3.236.94.128/25","3.236.94.128","3.236.94.255","AWS"
"3.236.169.0/25","3.236.169.0","3.236.169.127","AWS"
"3.236.169.192/26","3.236.169.192","3.236.169.255","AWS"
"3.237.107.0/25","3.237.107.0","3.237.107.127","AWS"
"3.238.166.0/24","3.238.166.0","3.238.166.255","AWS"
"3.238.167.0/24","3.238.167.0","3.238.167.255","AWS"
"3.238.178.100/30","3.238.178.100","3.238.178.103","AWS"
"3.238.178.104/29","3.238.178.104","3.238.178.111","AWS"
"3.238.178.112/29","3.238.178.112","3.238.178.119","AWS"
"3.238.178.120/31","3.238.178.120","3.238.178.121","AWS"
"3.238.178.128/27","3.238.178.128","3.238.178.159","AWS"
"3.238.178.160/29","3.238.178.160","3.238.178.167","AWS"
"3.238.178.168/30","3.238.178.168","3.238.178.171","AWS"
"3.238.178.172/30","3.238.178.172","3.238.178.175","AWS"
"3.238.178.176/28","3.238.178.176","3.238.178.191","AWS"
"3.238.178.192/30","3.238.178.192","3.238.178.195","AWS"
"3.238.178.196/32","3.238.178.196","3.238.178.196","AWS"
"3.238.178.197/32","3.238.178.197","3.238.178.197","AWS"
"3.238.178.198/31","3.238.178.198","3.238.178.199","AWS"
"3.238.178.200/29","3.238.178.200","3.238.178.207","AWS"
"3.238.178.208/28","3.238.178.208","3.238.178.223","AWS"
"3.238.178.224/27","3.238.178.224","3.238.178.255","AWS"
"3.238.207.0/26","3.238.207.0","3.238.207.63","AWS"
"3.238.207.128/25","3.238.207.128","3.238.207.255","AWS"
"3.238.208.0/25","3.238.208.0","3.238.208.127","AWS"
"3.238.208.128/25","3.238.208.128","3.238.208.255","AWS"
"3.238.209.0/25","3.238.209.0","3.238.209.127","AWS"
"3.238.209.128/25","3.238.209.128","3.238.209.255","AWS"
"3.238.210.0/25","3.238.210.0","3.238.210.127","AWS"
"3.238.212.0/22","3.238.212.0","3.238.215.255","AWS"
"3.238.216.128/25","3.238.216.128","3.238.216.255","AWS"
"3.239.152.0/31","3.239.152.0","3.239.152.1","AWS"
"3.239.152.2/31","3.239.152.2","3.239.152.3","AWS"
"3.239.152.4/32","3.239.152.4","3.239.152.4","AWS"
"3.239.152.5/32","3.239.152.5","3.239.152.5","AWS"
"3.239.152.6/31","3.239.152.6","3.239.152.7","AWS"
"3.239.152.8/30","3.239.152.8","3.239.152.11","AWS"
"3.239.152.12/31","3.239.152.12","3.239.152.13","AWS"
"3.239.152.14/31","3.239.152.14","3.239.152.15","AWS"
"3.239.152.16/28","3.239.152.16","3.239.152.31","AWS"
"3.239.152.32/29","3.239.152.32","3.239.152.39","AWS"
"3.239.152.40/30","3.239.152.40","3.239.152.43","AWS"
"3.239.152.44/31","3.239.152.44","3.239.152.45","AWS"
"3.239.152.46/31","3.239.152.46","3.239.152.47","AWS"
"3.239.152.48/28","3.239.152.48","3.239.152.63","AWS"
"3.239.152.64/26","3.239.152.64","3.239.152.127","AWS"
"3.239.152.128/29","3.239.152.128","3.239.152.135","AWS"
"3.239.152.136/31","3.239.152.136","3.239.152.137","AWS"
"3.239.152.138/31","3.239.152.138","3.239.152.139","AWS"
"3.239.152.140/30","3.239.152.140","3.239.152.143","AWS"
"3.239.152.144/28","3.239.152.144","3.239.152.159","AWS"
"3.239.152.160/27","3.239.152.160","3.239.152.191","AWS"
"3.239.152.192/26","3.239.152.192","3.239.152.255","AWS"
"3.239.153.0/24","3.239.153.0","3.239.153.255","AWS"
"3.239.154.0/24","3.239.154.0","3.239.154.255","AWS"
"3.239.155.0/24","3.239.155.0","3.239.155.255","AWS"
"3.239.156.0/31","3.239.156.0","3.239.156.1","AWS"
"3.239.156.10/31","3.239.156.10","3.239.156.11","AWS"
"3.239.156.100/30","3.239.156.100","3.239.156.103","AWS"
"3.239.156.104/29","3.239.156.104","3.239.156.111","AWS"
"3.239.156.112/29","3.239.156.112","3.239.156.119","AWS"
"3.239.157.2/31","3.239.157.2","3.239.157.3","AWS"
"3.239.157.4/30","3.239.157.4","3.239.157.7","AWS"
"3.239.157.8/31","3.239.157.8","3.239.157.9","AWS"
"3.239.157.19/32","3.239.157.19","3.239.157.19","AWS"
"3.239.157.20/30","3.239.157.20","3.239.157.23","AWS"
"3.239.157.24/29","3.239.157.24","3.239.157.31","AWS"
"3.239.157.32/27","3.239.157.32","3.239.157.63","AWS"
"3.239.157.64/27","3.239.157.64","3.239.157.95","AWS"
"3.239.157.96/30","3.239.157.96","3.239.157.99","AWS"
"3.239.157.188/30","3.239.157.188","3.239.157.191","AWS"
"3.239.157.192/26","3.239.157.192","3.239.157.255","AWS"
"3.239.232.0/24","3.239.232.0","3.239.232.255","AWS"
"3.248.0.0/13","3.248.0.0","3.255.255.255","AWS"
"3.248.0.0/13","3.248.0.0","3.255.255.255","AWS"
"3.248.176.0/22","3.248.176.0","3.248.179.255","AWS"
"3.248.180.40/29","3.248.180.40","3.248.180.47","AWS"
"3.248.180.64/26","3.248.180.64","3.248.180.127","AWS"
"3.248.180.128/25","3.248.180.128","3.248.180.255","AWS"
"3.248.186.0/27","3.248.186.0","3.248.186.31","AWS"
"3.248.186.32/27","3.248.186.32","3.248.186.63","AWS"
"3.248.186.64/29","3.248.186.64","3.248.186.71","AWS"
"3.248.186.92/30","3.248.186.92","3.248.186.95","AWS"
"3.248.186.128/25","3.248.186.128","3.248.186.255","AWS"
"3.248.216.32/27","3.248.216.32","3.248.216.63","AWS"
"3.248.244.0/26","3.248.244.0","3.248.244.63","AWS"
"3.248.244.240/30","3.248.244.240","3.248.244.243","AWS"
"3.248.245.0/24","3.248.245.0","3.248.245.255","AWS"
"3.248.246.0/23","3.248.246.0","3.248.247.255","AWS"
"3.249.28.0/23","3.249.28.0","3.249.29.255","AWS"
"3.250.209.192/26","3.250.209.192","3.250.209.255","AWS"
"3.250.210.0/23","3.250.210.0","3.250.211.255","AWS"
"3.250.243.64/26","3.250.243.64","3.250.243.127","AWS"
"3.250.244.0/26","3.250.244.0","3.250.244.63","AWS"
"3.251.56.0/24","3.251.56.0","3.251.56.255","AWS"
"3.251.62.128/25","3.251.62.128","3.251.62.255","AWS"
"3.251.94.0/24","3.251.94.0","3.251.94.255","AWS"
"3.251.95.96/27","3.251.95.96","3.251.95.127","AWS"
"3.251.95.128/27","3.251.95.128","3.251.95.159","AWS"
"3.251.104.0/26","3.251.104.0","3.251.104.63","AWS"
"3.251.104.128/25","3.251.104.128","3.251.104.255","AWS"
"3.251.105.0/25","3.251.105.0","3.251.105.127","AWS"
"3.251.105.128/25","3.251.105.128","3.251.105.255","AWS"
